UPM,NVIVI,NHOGA,AÑO,DPTO,AREA,L02,P02,P03,P04,P04A,P04B,P05C,P05P,P05M,P06,P08D,P08M,P08A,P09,A01,A01A,A02,A03,A04,A04B,A04A,A05,A07,A08,A10,A11A,A11M,A11S,A12,A13REC,A14REC,A15,A16,A17A,A17M,A17S,A18,B01REC,B02REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B04,B05,B06,B07A,B07M,B07S,B08,B09A,B09M,B09S,B10,B11,B12,B12A,B12B,B12C,B13,B14,B15,B16G,B16U,B16D,B16T,B17,B18AG,B18AU,B18BG,B18BU,B19,B20G,B20U,B20D,B20T,B21,B22,B23,B24,B25,B26,B271,B272,B28,B29,B30,B31,C01REC,C02REC,C03,C04,C05,C06,C07,C08,C09,C101,C102,C11G,C11U,C11D,C11T,C12,C13AG,C13AU,C13BG,C13BU,C14,C14A,C14B,C14C,C15,C16REC,C17REC,C18,C18A,C18B,C19,D01,D02,D03,D04,D05,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01H,E01I,E01J,E01K,E01L,E01M,ED01,ED02,ED03,ED0504,ED06C,ED08,ED09,ED10,ED11F1,ED11F1A,ED11GH1,ED11GH1A,S01A,S01B,S02,S03,S03A,S03B,S03C,S04,S05,S06,S07,S08,S09,CATE_PEA,TAMA_PEA,OCUP_PEA,RAMA_PEA,HORAB,HORABC,HORABCO,PEAD,PEAA,TIPOHOGA,FACTOR,NJEF,NCON,NPAD,NMAD,añoest,ra06ya09,e01aimde,e01bimde,e01cimde,e01dde,e01ede,e01fde,e01gde,e01hde,e01ide,e01jde,e01kde,e01lde,e01mde,e01kjde,e02bde,ingrevasode,ingrealmuerzode,ipcm,pobrezai,pobnopoi,quintili,decili,quintiai,decilai,informalidad,ID_PERSONA,PET,NIVEL_EDUCATIVO_REC,TRAMO_EDAD,INGPRINC,INGTOT,INFORMAL_LABORAL,LN_INGPRINC
5807,40,1,2025,3,6,2,20,3,1,1, ,0,0,1,1,6,3,2005,5,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,8,8,8,8,8,0,0,1, , ,1,0,0,2,1,0,0,6, ,2,6, , ,88,2,4,450000,3, ,1800000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,2,1,11,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,2, , , , ,7, , ,1,1,6, ,1, ,1,3,1,6,2,2,7,2,40,40,40,1,1,3,74,303, , , ,12, ,"1792246,949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2015974,92893037",3,0,4,7,4,8,1,5807_40_1_2,1,3. Educación Media,15-24,1792246.949,2015974.92893037,0,14.398980669384196
5807,42,1,2025,3,6,2,51,3,1,1, ,0,0,1,1,20,1,1974,5,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,6,6,6,6,6,0,0,1, , ,30,0,0,1,30,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,301, , , , , , , , ,7, , ,1,1, , ,6,5, , , , ,4,1,7,2,30,30,30,1,1,4,71,0, , , ,1, ,"1991385,498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1228544,46015794",3,0,2,4,3,6,1,5807_42_1_2,1,1. Sin Instrucción / Inicial,50-64,1991385.498,1228544.46015794,0,14.504341184595654
5827,4,1,2025,3,6,1,46,1,1,1, ,0,0,0,1,25,2,1978,5,1, ,1, , , ,2, , , , , , , , , , , , , , , , ,9,8,4,4,3,3,3,0,0,1, , ,4,0,0,10,4,0,0,6, ,6, , , ,88,2,4,300000,3, ,1200000,6, , , , ,6, , , , ,1, ,850000,6, ,4, , , , , ,1,9,4,40,1, ,2,6, ,2, , ,2500000,5, ,2500000,6, , , , ,4,6, ,6,0, , , , , , ,6, ,6, , ,1200000,2500000,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,306, ,19, ,1, , , , ,7, , ,1,6, , ,1, ,1,4,1,6,6,10,9,8,17,57,57,1,1,1,158,306,8888, , ,6, ,"1218448,023","2538433,382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4619948,75549049",3,0,5,10,5,10,1,5827_4_1_1,1,2. Educación Básica,25-49,1218448.023,4619948.75549049,0,14.01308849459265
5827,9,1,2025,3,6,1,63,1,1,1, ,0,0,0,1,6,11,1961,2,1, ,6,6,1,1,2, , , , , , , , , , , , , , , , ,8,8,0,0,0,0,0,0,0,3,8,48,18,0,0,7,40,0,0,1,2,1,1,2, ,30,1,1,2500000,5, ,2500000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,1,5,5,15,1, ,1,6, ,4,1, , , , , , , , , , , ,6, ,6,0, , , , , , ,6, ,6, , ,2500000,300000,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,503, , , , , , , , ,3, , ,1,6, , ,1, ,1,9,6,1,1,7,8,8,48,63,63,1,1,1,81,503,8888, , ,9, ,"2538433,382","304612,005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3452269,39970718",3,0,5,9,5,10,2,5827_9_1_1,1,2. Educación Básica,50-64,2538433.382,3452269.39970718,0,14.747057669968308
5827,14,1,2025,3,6,1,33,1,1,1, ,2,0,0,6,29,1,1992,2,1, ,1, , , ,2, , , , , , , , , , , , , , , , ,5,5,8,6,3,4,3,5,4,1, , ,0,8,0,2,0,8,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,1,6,1,10,1, ,1,6, ,4,1, , , , , , , , , , , ,6, ,6,0, , , , , , ,6, ,6, , ,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,407, ,19, ,1, , , , ,7, , ,1,1, , ,1, ,1,4,1,6,4,2,5,5,33,43,43,1,1,2,103,407,409, , ,7, ,"1624597,364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1383446,19326501",3,0,3,5,3,6,1,5827_14_1_1,1,2. Educación Básica,25-49,1624597.364,1383446.19326501,0,14.300770567044431
5827,14,1,2025,3,6,2,34,2,1,1, ,1,0,0,1,10,3,1990,2,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,8,5,8,8,8,8,8,5,0,1, , ,0,6,0,7,0,6,0,1,1,2,6, , ,88,1,4,3000000,5, ,3000000,6, , , , ,6, , , , ,6, , ,6, ,1, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,409, ,19, ,1, , , , ,1, ,1,1,1, , ,1, ,1,1,1,6,2,7,8,5,45,45,45,1,1,2,103,407, , , ,9, ,"3046120,058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1383446,19326501",3,0,3,5,3,6,2,5827_14_1_2,1,2. Educación Básica,25-49,3046120.058,1383446.19326501,0,14.929379226630948
5827,16,1,2025,3,6,2,36,2,1,1, ,1,0,0,1,1,11,1988,2,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,8,6,10,10,12,12,12,0,15,1, , ,5,0,0,4,2,0,0,1,1,2,6, , ,12,1,4,2400000,5, ,2400000,1,314000,5,0, ,6, , , , ,6, , ,6, ,3, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,2714000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,1, , , , ,1, ,1,3, , , , , , , , , ,2,4,8,6,71,71,71,1,1,2,121,409, , , ,12, ,"2755723,279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"967227,73304051",3,0,2,3,2,4,2,5827_16_1_2,1,3. Educación Media,25-49,2755723.279,967227.73304051,0,14.82919049932568
5827,34,1,2025,3,6,1,42,1,1,1, ,2,0,0,6,27,9,1982,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,3,7,0,0,0,0,0,3,0,3,1,6,23,0,0,1,23,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,6, , ,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,306, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,4,1,3,7,6,6,6,4,1,2,113,306,306, , ,6, ,"2030746,705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2504587,60370913",3,0,4,8,5,9,1,5827_34_1_1,1,2. Educación Básica,25-49,2030746.705,2504587.60370913,0,14.52391411835864
5827,34,1,2025,3,6,2,46,2,1,1, ,1,0,0,1,13,8,1978,1,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,10,10,9,9,9,9,0,1, , ,26,0,0,2,0,0,2,6, ,2,6, , ,88,1,4,4000000,5, ,4000000,6, , , , ,6, , , , ,6, , ,6, ,3, , ,1,5,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,11,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,306, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,2,5,5,56,56,56,1,1,2,113,306, , , ,6, ,"4061493,411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2504587,60370913",3,0,4,8,5,9,1,5827_34_1_2,1,2. Educación Básica,25-49,4061493.411,2504587.60370913,0,15.2170612991648
5827,34,1,2025,3,6,3,23,3,1,1, ,0,2,1,6,31,7,2001,5,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,0,0,0,0,2,2,0,3,1,10,3,0,0,1,3,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,3,1,6,700000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,16, , , , ,7, , ,3, , , , , , , , , ,4,1,5,8,10,10,10,1,1,2,113,306, ,8888,306,12, ,"710761,346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2504587,60370913",3,0,4,8,5,9,1,5827_34_1_3,1,3. Educación Media,15-24,710761.346,2504587.60370913,0,13.474091992804755
5827,35,1,2025,3,6,1,66,1,1,1, ,2,0,0,6,16,12,1958,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,2,2,2,2,2,2,0,1, , ,10,0,0,1,10,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,300000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,306, , , , , , , , ,7, , ,1,6, , ,1, ,1,4,6,1,4,1,5,5,12,12,12,1,1,4,105,306,502, , ,6, ,"304612,005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"972727,672035142",3,0,2,3,3,5,1,5827_35_1_1,1,2. Educación Básica,65+,304612.005,972727.672035142,0,12.62679413101061
5827,35,1,2025,3,6,3,29,3,1,1, ,4,2,1,1,9,12,1995,2,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,3,7,0,0,0,9,9,9,0,1, , ,12,0,0,2,1,0,0,6, ,2,6, , ,12,4,4,2800000,5, ,2800000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,18,3,1,6,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,408, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,2,2,3,7,27,27,27,4,1,4,105,306, ,8888,306,8, ,"2843045,387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"972727,672035142",3,0,2,3,3,5,1,5827_35_1_3,1,2. Educación Básica,25-49,2843045.387,972727.672035142,0,14.860386354979854
5827,37,1,2025,3,6,2,36,2,1,1, ,1,0,0,1,25,1,1989,1,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,3,7,10,10,10,10,10,10,10,1, , ,13,0,0,5,4,0,0,6, ,2,6, , ,88,88,4,3450000,5, ,3450000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3450000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,409, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,5,3,7,70,70,70,1,1,2,87,409, , , ,9, ,"3503038,067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"581019,196355948",2,1,1,1,1,2,1,5827_37_1_2,1,2. Educación Básica,25-49,3503038.067,581019.196355948,0,15.069141169091747
5827,37,1,2025,3,6,3,17,3,1,1, ,0,2,1,1,23,6,2007,5,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,7,8,0,0,0,0,0,4,4,1, , ,0,2,0,4,0,2,0,6, ,2,6, , ,88,5,4,200000,3, ,800000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,800000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,408, ,2,1, ,6,6,1,6,7, , ,3, , , , , , , , , ,2,4,7,8,8,8,8,1,1,2,87,409, ,8888,409,8, ,"812298,682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"581019,196355948",2,1,1,1,1,2,1,5827_37_1_3,1,2. Educación Básica,15-24,812298.682,581019.196355948,0,13.607623386484486
5827,47,1,2025,3,6,2,30,2,1,1, ,1,0,0,6,20,9,1994,2,1, ,1, , , ,2, , , , , , , , , , , , , , , , ,5,5,5,5,5,5,5,0,0,1, , ,0,3,0,2,0,3,0,6, ,2,6, , ,88,2,4,300000,5, ,300000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,1,1,1,9,5,20,1, ,1,6, ,4,2, , , , , , , , , , , ,6, ,6,0, , , , , , ,6, ,1, ,1,300000,1200000,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,2,5,5,25,45,45,1,1,2,82,306, , , ,12, ,"304612,005","1218448,023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"691017,976248578",3,0,1,2,2,3,1,5827_47_1_2,1,3. Educación Media,25-49,304612.005,691017.976248578,0,12.62679413101061
5848,13,1,2025,3,6,1,38,1,1,1, ,2,0,0,1,1,4,1987,2,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,18,6,6,18,6,0,6,1, , ,15,0,0,2,15,0,0,1,2,1,6, , ,30,1,4,5000000,5, ,5000000,6, , , , ,6, , , , ,6, , ,1,2800000,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2302,6,19, ,2, , , , ,6, , ,3, , , , , , , , , ,1,2,5,8,60,60,60,1,1,2,166,2302,2103, , ,14, ,"4982040,229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6874219,10919539",3,0,5,10,5,10,2,5848_13_1_1,1,4. Superior / Universitaria,25-49,4982040.229,6874219.10919539,0,15.421350049641191
5848,13,1,2025,3,6,2,25,2,1,1, ,1,0,0,6,10,9,1999,2,1, ,1, , , ,3, , , , , , , , , , , , , , , , ,2,8,7,4,3,0,0,0,0,3,12,17,7,0,0,7,4,0,0,1,2,1,6, , ,88,2,4,4598000,5, ,4598000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,1,3,8,24,1, ,3,6, ,1, , ,2700000,5, ,2700000,6, , , , ,2, , , ,1,3,8,18,1, ,3,6, ,6, , ,4598000,2700000,500000,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2103,5,19, ,2, , , , ,1, ,1,3, , , , , , , , , ,1,7,2,8,17,41,59,1,1,2,166,2302, , , ,15, ,"4581484,195","2690301,724","498204,022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6874219,10919539",3,0,5,10,5,10,2,5848_13_1_2,1,4. Superior / Universitaria,25-49,4581484.195,6874219.10919539,0,15.33753356363792
5848,21,1,2025,3,6,1,32,1,1,1, ,2,0,0,1,6,11,1992,1,6,2,1, , , ,3, , , , , , , , , , , , , , , , ,7,2,9,9,9,9,0,0,0,3,12,45,0,2,0,8,0,2,0,6, ,2,6, , ,88,2,4,2900000,5, ,2900000,6, , , , ,1,15000,2,22,330000,6, , ,1,50000,3, , ,1,2,1,1,7,2,15,1, ,2,6, ,5, , , , , , , , , , , , , , , ,1,5,8,2,1, ,4,6, ,1, ,11,3230000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,16, , , , ,7, , ,1,1, , ,6,5, , , , ,2,8,7,2,45,60,62,1,1,2,195,903,903, , ,12, ,"3218397,988",0,"99640,804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3296740,57112068",3,0,5,9,5,10,1,5848_21_1_1,1,3. Educación Media,25-49,3218397.988,3296740.57112068,0,14.984394274462163
5848,21,1,2025,3,6,2,33,2,1,1, ,1,0,0,6,28,11,1991,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,0,10,10,10,10,5,0,1, , ,12,0,0,2,2,6,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,11,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,2, , , , ,7, , ,1,1, , ,6,5, , , , ,4,2,7,2,45,45,45,1,1,2,195,903, , , ,12, ,"2491020,114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3296740,57112068",3,0,5,9,5,10,1,5848_21_1_2,1,3. Educación Media,25-49,2491020.114,3296740.57112068,0,14.728202868880524
5848,50,1,2025,3,6,1,48,1,1,1, ,2,0,0,1,2,3,1977,2,6,2,1, , , ,1, , , , , , , , , , , , , , , , ,9,4,12,12,12,12,12,12,0,1, , ,25,0,0,3,0,6,0,6, ,2,6, , ,88,1,4,500000,3, ,2000000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,306, ,19, ,1, , , , ,7, , ,1,1, , ,6,5, , , , ,2,3,9,4,72,72,72,1,1,4,182,306,502, , ,6, ,"1992816,091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1464719,8275862",3,0,3,5,4,7,1,5848_50_1_1,1,2. Educación Básica,25-49,1992816.091,1464719.8275862,0,14.505059317465955
5848,50,1,2025,3,6,2,48,2,1,1, ,1,0,0,6,22,3,1977,2,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,8,8,0,8,0,8,0,0,1, , ,21,0,0,10,0,4,0,6, ,6, , , ,88,4,4,100000,2,12,1200000,6, , , , ,1,25000,2,12,300000,6, , ,6, ,4, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,20,1, ,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,502, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,6,10,9,8,24,24,24,4,1,4,182,306, , , ,8, ,"1494612,068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1464719,8275862",3,0,3,5,4,7,1,5848_50_1_2,1,2. Educación Básica,25-49,1494612.068,1464719.8275862,0,14.217377244846906
5848,50,1,2025,3,6,3,20,4,1,1, ,0,0,2,1,3,10,2004,5,6,2,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,12,12,12,12,12,12,0,1, , ,2,0,0,11,2,0,0,6, ,2,6, , ,88,1,4,80000,2,26,2080000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,5,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,2080000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,11,7,2,72,72,72,1,1,4,182,306, , , ,12, ,"2072528,735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1464719,8275862",3,0,3,5,4,7,1,5848_50_1_3,1,3. Educación Media,15-24,2072528.735,1464719.8275862,0,14.544280030792937
5848,64,1,2025,3,6,1,70,1,1,1, ,0,0,0,1,31,8,1955,3,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,8,6,5,5,5,5,5,5,0,1, , ,13,0,0,1,13,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,480000,0,0,0,0,0,0,4000000,0,0,0,0,0,0.0,1,1,306, , , , , , , , ,6, , ,3, , , , , , , , , ,4,1,8,6,30,30,30,1,1,1,127,306,8888, , ,6, ,"478275,862",0,0,0,0,0,0,"3985632,183",0,0,0,0,0,0,0,0,0,"5261034,48275861",3,0,5,10,5,10,1,5848_64_1_1,1,2. Educación Básica,65+,478275.862,5261034.48275861,0,13.077942962160344
5848,66,1,2025,3,6,3,41,3,1,1, ,0,2,1,6,16,4,1984,5,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,9,8,10,10,10,10,10,10,0,1, , ,20,0,0,10,20,0,0,6, ,6, , , ,88,1,4,1500000,4, ,3000000,6, , , , ,1,50000,2,26,1300000,6, , ,6, ,4, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,4300000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2002,7,19, ,2, , , , ,7, , ,1,1, , ,1, ,1,3,1,6,6,10,9,8,60,60,60,1,1,2,129,302, ,8888,302,14, ,"4284554,597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2145040,89192209",3,0,4,7,5,9,1,5848_66_1_3,1,4. Superior / Universitaria,25-49,4284554.597,2145040.89192209,0,15.270527159920611
5848,78,1,2025,3,6,1,69,1,1,6,1,2,0,0,6,8,1,1956,2,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,1,1,1,1,1,1,1,1, , ,54,0,0,1,54,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1260000,0,0,0,0,0,0,0,0,0,699577,0,0,1.0,5,1,304, , , , , , , , ,7, , ,1,6, , ,1, ,1,4,1,6,4,1,7,2,7,7,7,1,1,2,215,304,303, , ,4, ,"1255474,137",0,0,0,0,0,0,0,0,0,"697064,151",0,0,"4982,04",0,0,0,"1293844,98368725",3,0,3,5,3,6,1,5848_78_1_1,1,2. Educación Básica,65+,1255474.137,1293844.98368725,0,14.043023857606547
5848,78,1,2025,3,6,2,73,2,1,6,1,1,0,0,1,25,12,1951,2,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,3,3,3,3,3,3,0,1, , ,58,0,0,1,1,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1120000,0,0,0,0,0,0,0,0,0,699577,0,0,0.0,1,1,303, , , , , , , , ,7, , ,1,6, , ,6,5, , , , ,4,1,7,2,18,18,18,1,1,2,215,304, , , ,3, ,"1115977,011",0,0,0,0,0,0,0,0,0,"697064,151",0,0,0,0,0,0,"1293844,98368725",3,0,3,5,3,6,1,5848_78_1_2,1,2. Educación Básica,65+,1115977.011,1293844.98368725,0,13.925240822248856
5848,78,1,2025,3,6,4,24,3,1,6,1,0,2,1,1,14,10,2000,5,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,9,9,9,9,9,9,0,1, , ,6,0,0,11,6,0,0,6, ,2,6, , ,88,1,4,600000,3, ,2400000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,2,5,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,304, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,11,7,2,54,54,54,1,1,2,215,304, ,8888,304,4, ,"2391379,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1293844,98368725",3,0,3,5,3,6,1,5848_78_1_4,1,2. Educación Básica,15-24,2391379.31,1293844.98368725,0,14.687380874594444
5848,79,1,2025,3,6,1,48,1,1,1, ,2,0,0,1,20,10,1976,1,6,3,1, , , ,1, , , , , , , , , , , , , , , , ,9,5,12,12,12,12,12,12,0,1, , ,29,0,0,1,29,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,606, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,4,1,9,5,72,72,72,1,1,2,193,606,606, , ,12, ,"4982040,229",0,0,0,0,0,0,0,0,0,0,0,0,"15809,674",0,0,0,"2779154,75095785",3,0,5,9,5,9,1,5848_79_1_1,1,3. Educación Media,25-49,4982040.229,2779154.75095785,0,15.421350049641191
5848,79,1,2025,3,6,2,50,2,1,1, ,1,0,0,6,16,1,1975,1,6,3,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,12,12,12,12,0,0,0,3,12,60,6,3,0,10,0,3,0,6, ,6, , , ,88,2,4,700000,5, ,700000,6, , , , ,6, , , , ,6, , ,6, ,4, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,700000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,606, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,6,10,5,8,60,60,60,1,1,2,193,606, , , ,12, ,"697485,632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2779154,75095785",3,0,5,9,5,9,1,5848_79_1_2,1,3. Educación Media,50-64,697485.632,2779154.75095785,0,13.455237193182336
5848,79,1,2025,3,6,3,28,3,1,1, ,0,1,2,6,22,4,1997,5,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,5,8,8,8,8,8,8,0,1, , ,2,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,11,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,16, , , , ,7, , ,1,1, , ,6,1, , , , ,4,1,9,5,48,48,48,1,1,2,193,606, ,606,8888,12, ,"2789942,528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2779154,75095785",3,0,5,9,5,9,1,5848_79_1_3,1,3. Educación Media,25-49,2789942.528,2779154.75095785,0,14.841531554302225
